123,427,3,1,
119,222,5,1,
158,177,4,2,
222,118,4,2,
302,322,2,2,
279,501,3,1,
301,79,5,2,
181,3,2,2,
201,695,1,2,
13,198,3,1,
1,189,3,1,
145,237,5,2,
23,385,4,1,
201,767,4,2,
296,705,5,1,
42,546,3,1,
33,872,3,1,
301,554,3,2,
16,64,5,2,
95,135,3,1,
154,357,4,2,
77,484,5,1,
296,508,5,1,
302,303,2,1,
244,673,3,1,
222,77,4,2,
13,215,5,1,
16,705,5,2,
270,452,4,1,
145,15,2,1,
187,64,5,1,
200,304,5,2,
170,749,5,1,
101,829,3,1,
184,218,3,1,
128,204,4,1,
181,1295,1,1,
184,153,3,2,
1,33,4,1,
1,160,4,2,
184,321,5,2,
54,595,3,1,
94,343,4,1,
128,508,4,2,
23,323,2,2,
301,227,3,1,
301,191,3,2,
112,903,1,1,
82,183,3,2,
222,724,3,1,
218,430,3,1,
308,1197,4,1,
303,134,5,2,
133,751,3,1,
215,212,2,2,
69,256,5,2,
254,662,4,2,
276,2,4,2,
104,984,1,2,
63,1067,3,1,
267,410,4,1,
13,56,5,2,
240,879,3,2,
286,237,2,1,
294,271,5,1,
90,1086,4,2,
18,26,4,2,
92,229,3,1,
308,649,4,2,
144,89,3,1,
191,302,4,2,
59,951,3,1,
200,96,5,2,
16,197,5,2,
61,678,3,2,
271,199,4,2,
271,709,3,1,
142,169,5,2,
275,597,3,2,
222,151,3,1,
87,40,3,2,
207,258,4,2,
272,1393,2,2,
177,333,4,1,
207,1115,2,1,
299,577,3,2,
271,378,4,2,
305,425,4,1,
49,959,2,1,
94,1224,3,1,
130,1017,3,1,
10,175,3,2,
203,321,3,1,
191,286,4,2,
43,323,3,2,
21,558,5,1,
197,96,5,1,
13,344,2,1,
194,66,3,1,
234,206,4,1,
308,402,4,1,
308,640,4,2,
269,522,5,1,
94,265,4,2,
268,62,3,1,
272,12,5,1,
121,291,3,2,
296,20,5,1,
134,286,3,2,
180,462,5,1,
234,612,3,1,
104,117,2,2,
38,758,1,1,
269,845,1,2,
7,163,4,2,
234,1451,3,1,
275,405,2,1,
52,250,3,1,
102,823,3,2,
13,186,4,2,
178,731,4,2,
236,71,3,2,
256,781,5,1,
263,176,5,1,
244,186,3,2,
279,1181,4,1,
43,815,4,1,
83,78,2,1,
151,197,5,1,
254,436,2,1,
109,631,3,2,
297,716,3,2,
249,188,4,1,
144,699,4,1,
301,604,4,2,
64,392,3,1,
92,501,2,2,
222,97,4,1,
268,436,3,1,
293,135,5,1,
213,173,5,1,
160,460,2,1,
13,498,4,2,
59,715,5,1,
5,17,4,2,
125,163,5,1,
174,315,5,1,
114,505,3,2,
213,515,4,1,
23,196,2,1,
128,15,4,2,
239,56,4,2,
181,279,1,2,
291,80,4,2,
250,238,4,2,
201,649,3,2,
60,60,5,1,
181,325,2,1,
119,407,3,2,
287,1,5,1,
216,228,3,1,
216,531,4,1,
203,471,4,1,
92,587,3,1,
13,892,3,1,
213,176,4,1,
286,288,5,2,
117,1047,2,1,
99,111,1,1,
11,558,3,2,
65,47,2,2,
295,194,4,1,
269,217,2,2,
85,259,2,1,
250,596,5,2,
137,144,5,2,
201,960,2,1,
257,137,4,2,
111,328,4,2,
91,480,4,1,
215,211,4,1,
181,938,1,2,
189,1060,5,2,
1,20,4,2,
303,404,4,2,
299,305,3,1,
187,210,4,1,
222,278,2,1,
214,568,4,1,
293,770,3,1,
285,191,4,1,
303,252,3,2,
96,156,4,1,
72,1110,3,1,
115,1067,4,1,
7,430,3,1,
116,350,3,1,
73,480,4,2,
269,246,5,1,
263,419,5,1,
70,431,3,1,
221,475,4,2,
72,182,5,2,
25,357,4,1,
290,50,5,1,
189,526,4,2,
299,303,3,1,
264,294,3,1,
200,365,5,2,
187,135,4,2,
184,187,4,1,
63,289,2,2,
13,229,4,2,
298,486,3,2,
235,185,4,2,
62,712,4,2,
246,94,2,1,
54,742,5,2,
63,762,3,2,
11,732,3,1,
92,168,4,1,
8,550,3,1,
307,174,4,2,
303,200,4,1,
256,849,2,1,
72,54,3,1,
164,406,2,1,
117,150,4,1,
224,77,4,2,
193,869,3,1,
94,184,2,1,
281,338,2,2,
130,109,3,1,
128,371,1,1,
94,720,1,2,
182,845,3,1,
129,873,1,2,
254,229,4,1,
64,381,4,2,
151,176,2,1,
45,25,4,2,
193,879,3,1,
276,922,4,1,
276,57,3,2,
234,187,4,2,
181,306,1,1,
21,370,1,2,
293,249,3,2,
264,721,5,1,
10,611,5,2,
197,346,3,2,
276,142,3,1,
308,427,4,2,
221,943,4,2,
131,126,4,2,
268,824,2,1,
109,8,3,2,
198,58,3,1,
230,680,4,2,
181,741,1,1,
192,1061,4,1,
234,448,3,1,
90,900,4,2,
193,941,4,2,
128,603,5,1,
126,905,2,2,
244,265,4,2,
90,289,3,1,
157,25,3,1,
305,71,3,1,
119,382,5,1,
21,222,2,2,
231,181,4,2,
280,508,3,2,
288,132,3,1,
279,1497,2,1,
301,33,4,2,
72,699,3,2,
90,259,2,1,
308,55,3,1,
59,742,3,1,
94,744,4,1,
130,642,4,1,
26,1015,3,1,
56,121,5,1,
82,508,2,1,
62,12,4,2,
276,40,3,1,
181,1015,1,1,
152,301,3,1,
178,845,4,1,
217,597,4,2,
79,303,4,1,
138,484,4,1,
308,81,5,2,
75,284,2,2,
269,198,4,2,
307,94,3,1,
222,781,3,2,
121,740,3,2,
269,22,1,2,
13,864,4,1,
230,742,5,2,
269,507,4,2,
239,1099,5,2,
245,1028,5,1,
56,546,3,2,
295,961,5,1,
271,1028,2,2,
222,812,2,1,
69,240,3,2,
10,7,4,1,
22,376,3,2,
294,931,3,2,
82,717,1,1,
279,399,4,1,
269,234,1,1,
6,98,5,2,
243,1039,4,2,
298,181,4,2,
282,325,1,2,
78,323,1,1,
118,200,5,2,
283,1114,5,1,
171,292,4,2,
70,217,4,2,
10,100,5,1,
245,181,4,1,
107,333,3,2,
246,561,1,1,
13,901,1,2,
276,70,4,2,
244,17,2,2,
189,56,5,1,
226,242,5,1,
62,1016,4,1,
276,417,4,2,
214,478,4,2,
306,235,4,2,
222,26,3,1,
280,631,5,1,
60,430,5,1,
56,71,4,1,
42,274,5,2,
1,202,5,2,
13,809,4,2,
173,289,4,1,
15,749,1,1,
185,23,4,2,
280,540,3,2,
244,381,4,1,
150,293,4,1,
7,497,4,2,
178,317,4,2,
178,742,3,1,
95,1217,3,2,
234,1462,3,2,
97,222,5,2,
109,127,2,2,
117,268,5,2,
269,705,2,2,
130,1246,3,1,
264,655,4,1,
207,13,3,2,
42,588,5,1,
246,409,2,2,
87,367,4,1,
101,304,3,2,
256,127,4,2,
92,794,3,2,
181,762,2,1,
213,235,1,1,
92,739,2,2,
292,661,5,1,
246,665,4,2,
274,845,5,1,
188,692,5,2,
18,86,4,1,
5,439,1,1,
236,632,3,2,
193,407,4,2,
144,709,4,1,
90,1198,5,1,
48,609,4,2,
5,225,2,1,
22,128,5,2,
311,432,4,2,
8,22,5,2,
276,188,4,2,
222,173,5,2,
72,866,4,1,
299,134,4,1,
1,171,5,2,
308,295,3,2,
165,216,4,1,
222,49,3,1,
181,121,4,1,
200,11,5,2,
234,626,4,2,
244,707,4,1,
90,25,5,1,
208,216,5,2,
263,96,4,1,
134,323,4,1,
279,586,4,1,
2,292,4,2,
288,593,2,2,
49,302,4,2,
286,153,5,1,
205,304,3,1,
22,80,4,1,
234,318,4,1,
223,328,3,1,
15,25,3,1,
268,147,4,2,
94,1220,3,2,
274,405,4,2,
7,492,5,2,
268,217,2,2,
16,55,5,1,
164,620,3,2,
290,161,4,1,
92,515,4,1,
239,1070,5,1,
56,449,5,2,
248,234,4,2,
234,10,3,2,
280,1049,2,2,
308,187,5,2,
276,64,5,1,
192,948,3,1,
122,509,4,1,
85,588,3,1,
262,931,2,2,
201,272,3,1,
181,870,2,2,
295,739,4,1,
263,568,4,1,
295,39,4,1,
201,1100,4,2,
93,820,3,1,
159,1028,5,2,
158,665,2,1,
293,423,3,2,
82,597,3,2,
276,181,5,2,
13,823,5,1,
217,2,3,1,
83,660,4,1,
189,20,5,1,
222,796,4,1,
146,1022,5,1,
267,121,3,2,
126,294,3,1,
181,1060,1,2,
125,80,4,2,
43,120,4,2,
13,780,1,1,
253,259,2,2,
42,44,3,2,
77,518,4,2,
291,686,5,2,
268,21,3,1,
262,28,3,1,
234,81,3,2,
29,245,3,1,
236,57,5,1,
158,729,3,1,
156,661,4,1,
232,52,5,1,
168,866,5,1,
37,288,4,2,
141,245,3,1,
235,230,4,1,
102,70,3,2,
77,172,3,2,
90,506,5,2,
186,566,5,2,
44,660,5,2,
118,774,5,1,
7,661,5,2,
49,1003,2,1,
62,68,1,2,
42,1028,4,2,
178,433,4,1,
85,51,2,1,
77,474,5,1,
58,1099,2,1,
56,1047,4,2,
197,688,1,1,
286,99,4,2,
90,258,3,1,
181,1288,1,1,
295,190,4,1,
224,69,4,2,
272,317,4,2,
221,1010,3,2,
66,877,1,2,
207,318,5,1,
234,487,3,2,
7,648,5,2,
87,82,5,1,
195,1052,1,2,
44,449,5,2,
306,287,4,1,
194,172,3,2,
94,62,3,2,
167,659,4,2,
108,100,4,1,
230,304,5,2,
181,927,1,1,
54,302,4,2,
90,22,4,2,
181,696,2,1,
286,357,4,2,
14,269,4,2,
311,179,2,2,
92,121,5,2,
21,440,1,2,
244,550,1,2,
181,405,4,2,
65,806,4,1,
37,540,2,2,
44,443,5,2,
244,183,4,2,
1,265,4,2,
270,25,5,2,
299,387,2,2,
94,572,3,2,
286,746,4,1,
239,272,5,1,
216,55,5,1,
254,121,3,1,
62,665,2,1,
178,385,4,1,
194,23,4,1,
268,955,3,2,
188,143,5,1,
276,294,4,2,
158,1098,4,2,
207,845,3,2,
161,48,1,1,
305,654,4,1,
47,324,3,2,
64,736,4,1,
191,751,3,1,
7,378,5,2,
59,92,5,2,
69,268,5,2,
10,461,3,2,
21,129,4,2,
58,9,4,1,
194,152,3,2,
7,200,5,2,
113,126,5,2,
173,328,5,2,
95,233,4,1,
16,194,5,1,
59,323,4,2,
311,654,3,2,
292,589,4,1,
43,203,4,2,
79,50,4,2,
235,70,5,2,
125,190,5,1,
284,322,3,2,
303,161,5,1,
254,378,3,2,
255,1034,1,1,
104,301,2,1,
90,923,5,1,
6,463,4,1,
279,122,1,1,
286,298,4,2,
222,448,3,2,
297,57,5,1,
42,625,3,2,
130,1217,4,2,
254,357,3,2,
109,475,1,1,
230,1444,2,2,
244,310,3,2,
6,301,2,1,
36,748,4,1,
256,443,3,2,
102,515,1,2,
104,285,4,2,
21,447,5,1,
111,301,4,1,
18,408,5,2,
25,222,4,1,
110,944,3,1,
270,98,5,2,
68,237,5,2,
83,215,4,1,
6,258,2,2,
89,216,5,2,
128,317,4,2,
305,512,4,2,
184,412,2,1,
286,175,5,1,
279,1428,3,1,
256,86,5,1,
221,48,5,1,
140,332,3,1,
190,977,2,1,
11,227,3,2,
201,203,5,1,
150,181,5,1,
126,245,3,2,
20,208,2,1,
144,742,4,2,
181,930,1,1,
109,566,4,1,
85,1065,3,2,
213,133,3,1,
222,379,1,1,
223,11,3,1,
215,421,4,1,
218,208,3,2,
174,937,5,1,
275,186,3,1,
68,742,1,1,
268,583,4,2,
160,462,4,2,
195,273,4,2,
224,178,4,1,
5,110,1,2,
99,1016,5,2,
2,251,5,2,
292,9,4,2,
72,568,4,2,
85,228,3,1,
83,281,5,2,
92,831,2,1,
7,543,3,2,
87,401,2,2,
287,926,4,2,
1,155,2,1,
234,632,2,2,
222,53,5,1,
24,64,5,2,
7,554,3,1,
82,56,3,2,
161,318,3,2,
196,393,4,1,
56,91,4,2,
82,477,3,1,
7,472,2,2,
256,761,4,1,
226,56,4,1,
279,741,5,2,
308,1286,3,1,
16,8,5,1,
180,202,3,1,
203,93,4,2,
145,56,5,1,
288,305,4,2,
84,742,3,1,
44,644,3,2,
17,13,3,1,
313,117,4,1,
148,1,4,2,
197,347,4,2,
21,164,5,1,
279,982,3,1,
239,491,5,2,
185,287,5,2,
297,89,4,1,
303,68,4,2,
186,250,1,1,
73,206,3,2,
104,756,2,1,
94,216,3,1,
239,194,5,2,
197,511,5,2,
280,1,4,1,
1,117,3,1,
224,583,1,2,
303,397,1,2,
60,162,4,2,
198,258,4,1,
239,513,5,2,
6,69,3,2,
233,375,4,1,
85,642,4,2,
110,38,3,1,
184,522,3,2,
99,873,1,2,
13,418,2,2,
201,518,4,1,
13,858,1,1,
214,131,3,1,
296,228,4,1,
222,87,3,1,
279,725,4,2,
217,182,2,2,
85,433,3,1,
239,234,3,2,
13,72,4,1,
194,77,3,2,
208,663,5,1,
109,178,3,1,
230,172,4,2,
59,485,2,1,
313,478,3,2,
70,1133,3,1,
62,182,5,1,
198,234,3,2,
65,125,4,1,
174,660,5,1,
90,12,5,1,
130,1248,3,2,
100,354,2,2,
283,432,5,1,
275,418,3,1,
311,98,5,2,
195,751,4,1,
130,105,4,2,
269,252,1,2,
286,73,5,1,
7,623,3,1,
56,222,5,2,
210,204,5,2,
239,9,5,2,
96,87,4,1,
297,73,2,2,
249,239,3,1,
94,860,2,1,
84,121,4,2,
275,265,4,1,
135,1046,3,2,
291,1178,4,2,
125,382,1,1,
70,399,4,2,
311,9,4,2,
301,523,4,1,
152,685,5,1,
244,172,4,2,
275,1091,2,2,
53,281,4,2,
198,118,2,1,
244,790,4,2,
26,125,4,1,
151,13,3,1,
124,496,1,2,
24,191,5,2,
271,65,3,2,
307,634,3,2,
294,1245,3,1,
234,241,2,1,
25,501,3,2,
293,137,3,1,
201,432,3,2,
75,240,1,1,
13,181,5,1,
207,68,2,2,
2,50,5,2,
313,566,4,1,
144,125,4,1,
188,443,4,2,
276,324,4,2,
145,974,1,1,
72,234,4,1,
83,385,4,1,
181,619,3,1,
109,402,4,1,
207,107,3,1,
185,216,4,1,
14,213,5,1,
149,319,2,2,
57,79,5,2,
230,963,5,2,
176,875,4,1,
253,97,4,1,
284,269,4,2,
106,526,4,2,
121,180,3,2,
62,86,2,1,
291,418,4,2,
84,1033,4,2,
293,380,2,2,
207,58,3,1,
194,187,4,1,
109,97,3,1,
283,845,4,1,
297,275,5,1,
181,334,1,2,
78,255,4,2,
11,425,4,1,
308,59,4,1,
193,1078,4,1,
297,234,3,2,
87,585,4,2,
250,204,2,1,
8,50,5,1,
186,148,4,2,
312,692,4,1,
91,683,3,2,
5,454,1,2,
291,376,3,1,
175,127,5,1,
145,737,2,2,
7,644,5,1,
276,419,5,2,
83,210,5,2,
102,524,3,1,
153,174,1,2,
62,302,3,1,
49,995,3,2,
268,298,3,2,
207,554,2,1,
313,616,5,2,
286,44,3,1,
279,168,5,2,
276,474,5,1,
62,59,4,2,
254,219,1,1,
83,97,4,1,
63,100,5,1,
16,178,5,1,
297,233,2,1,
90,945,5,1,
85,25,2,1,
42,98,4,2,
303,393,4,2,
274,50,5,1,
104,299,3,2,
94,792,4,2,
184,98,4,1,
293,708,3,1,
248,589,4,2,
18,950,3,2,
217,27,1,2,
200,892,4,1,
201,148,1,1,
296,222,5,1,
7,662,3,1,
196,381,4,1,
69,427,3,1,
72,196,4,1,
256,472,4,2,
128,182,4,2,
151,747,3,1,
7,171,3,2,
286,85,5,1,
172,220,4,1,
308,516,4,1,
190,974,2,2,
82,756,1,2,
308,436,4,1,
59,235,1,1,
64,1063,3,2,
145,756,2,1,
220,298,4,2,
21,324,4,1,
285,269,4,1,
207,65,3,2,
198,658,3,1,
220,333,3,1,
210,70,4,2,
181,14,1,1,
158,128,2,1,
143,682,3,1,
75,237,2,2,
199,221,4,1,
223,1150,2,2,
297,25,4,1,
276,78,4,2,
299,847,4,1,
293,325,2,2,
301,138,2,2,
1,47,4,1,
164,281,4,2,
96,673,4,2,
291,1016,4,2,
7,451,5,1,
233,177,4,2,
6,517,4,2,
202,283,3,1,
214,117,4,1,
184,602,4,1,
277,257,3,1,
194,212,1,2,
95,68,4,1,
25,257,4,1,
6,23,4,2,
38,573,1,2,
313,436,4,2,
22,241,3,1,
262,617,3,2,
130,569,3,1,
66,181,5,1,
21,948,1,2,
181,1332,1,2,
262,174,3,1,
206,302,5,2,
222,22,5,2,
76,61,4,1,
151,703,4,2,
314,28,5,1,
13,147,3,2,
44,258,4,2,
303,418,4,2,
16,89,2,2,
270,558,5,2,
248,117,5,1,
125,318,5,2,
138,523,5,1,
268,386,2,2,
291,15,5,1,
234,147,3,1,
239,96,5,2,
15,331,3,2,
94,155,2,2,
136,89,4,2,
223,423,3,1,
82,194,4,1,
145,355,3,1,
280,845,3,1,
179,339,1,1,
178,199,4,1,
307,949,4,2,
10,488,5,2,
116,331,3,1,
23,258,5,1,
308,174,4,2,
185,114,4,2,
188,237,3,2,
118,654,5,2,
246,721,4,1,
234,98,4,2,
194,239,3,1,
94,24,4,2,
122,378,4,1,
312,100,4,2,
262,64,5,1,
154,242,3,2,
223,763,3,1,
99,403,4,1,
83,43,4,1,
130,307,4,1,
174,402,5,2,
256,487,5,1,
59,177,4,1,
161,168,1,2,
244,53,3,1,
250,196,4,1,
43,40,3,2,
285,150,5,2,
42,953,2,2,
97,670,5,2,
122,510,4,2,
61,323,3,1,
222,106,2,1,
4,264,3,2,
304,259,1,2,
37,403,5,1,
49,68,1,2,
303,1098,4,2,
165,372,5,1,
176,324,5,1,
3,335,1,2,
56,869,3,2,
44,15,4,2,
190,117,4,2,
29,189,4,1,
94,174,4,2,
130,949,3,2,
117,181,5,1,
303,779,1,2,
19,435,5,2,
194,191,4,2,
158,24,4,1,
56,447,4,2,
262,223,3,2,
181,1334,1,1,
214,137,4,1,
92,747,4,1,
188,96,5,2,
58,173,5,2,
244,154,5,2,
134,879,4,2,
298,625,4,2,
254,230,4,2,
230,138,3,2,
16,209,5,2,
151,835,5,2,
181,1327,1,1,
145,1248,3,2,
200,588,5,2,
248,257,3,2,
297,432,4,1,
312,133,5,1,
151,12,5,1,
110,568,3,2,
305,483,5,2,
141,258,5,2,
44,240,4,2,
186,263,3,2,
214,213,4,2,
233,208,4,2,
104,287,2,1,
312,153,2,2,
1,222,4,2,
206,323,1,1,
230,419,4,1,
56,450,3,1,
94,651,5,1,
205,316,4,1,
14,174,5,1,
268,790,2,1,
276,1081,3,2,
83,929,3,2,
268,580,3,1,
222,1041,3,1,
279,89,4,2,
5,424,1,2,
112,331,4,1,
296,429,5,2,
18,202,3,1,
13,868,5,2,
87,210,5,1,
10,285,5,1,
181,328,3,2,
23,463,4,1,
253,746,3,2,
234,228,3,1,
299,1047,2,1,
66,1,3,2,
216,174,5,2,
290,208,3,2,
79,1161,2,2,
264,448,2,2,
4,303,5,2,
144,831,3,1,
138,517,4,1,
64,433,2,2,
5,1,4,2,
276,357,5,2,
62,433,5,2,
239,475,5,1,
293,166,3,1,
130,234,5,1,
264,70,4,1,
208,197,5,1,
24,763,5,1,
279,1162,3,1,
3,245,1,1,
101,596,3,1,
162,1019,4,2,
223,908,1,1,
99,246,3,1,
239,430,3,2,
160,160,5,2,
172,580,4,1,
303,1160,2,1,
54,676,5,2,
44,507,3,1,
210,97,5,1,
164,930,4,2,
299,240,2,2,
28,217,3,2,
305,79,3,1,
18,729,3,2,
82,343,1,2,
109,1012,4,1,
207,25,4,1,
92,1209,1,1,
109,1,4,1,
15,222,3,1,
58,709,5,1,
303,693,4,2,
152,111,5,2,
194,160,2,1,
92,241,3,2,
77,91,3,1,
244,662,3,2,
177,321,2,1,
131,221,3,1,
197,302,3,2,
227,50,4,2,
85,282,3,2,
295,72,4,1,
181,1,3,1,
277,255,4,2,
279,96,4,2,
1,253,5,2,
18,182,4,1,
276,568,4,1,
87,177,5,2,
177,69,1,2,
213,13,4,2,
125,134,5,1,
128,739,4,1,
291,428,5,1,
25,208,4,1,
288,272,5,2,
207,1350,2,1,
271,56,3,1,
5,363,3,2,
274,748,5,1,
70,419,5,1,
311,559,2,2,
151,919,5,1,
199,268,5,2,
201,209,3,1,
99,274,1,1,
11,740,4,1,
59,77,4,2,
184,277,3,1,
222,88,4,1,
38,161,5,2,
59,418,2,2,
104,300,3,2,
298,1346,3,2,
180,1119,3,1,
7,674,2,2,
121,14,5,2,
268,1041,1,2,
252,277,4,1,
303,411,4,1,
210,527,5,1,
234,648,3,1,
312,573,5,2,
308,215,3,1,
234,1397,4,1,
75,546,3,1,
117,15,5,1,
246,239,3,2,
64,516,5,1,
85,187,5,1,
239,81,3,2,
59,54,4,2,
256,220,3,1,
216,196,5,2,
203,282,1,2,
13,195,3,1,
144,153,5,1,
100,268,3,2,
210,274,5,1,
94,471,4,2,
13,807,1,2,
125,657,3,1,
65,1142,4,2,
1,113,5,2,
76,175,4,1,
294,508,4,2,
263,1451,4,2,
294,930,3,2,
121,117,1,2,
85,13,3,1,
303,426,3,2,
212,180,1,2,
6,492,5,2,
181,240,1,1,
279,746,5,1,
303,1109,4,1,
184,191,4,2,
310,116,5,1,
313,22,3,1,
314,1150,4,1,
13,121,5,1,
43,5,4,1,
58,214,2,1,
215,164,3,2,
62,288,2,1,
280,127,5,1,
161,898,3,1,
11,723,5,1,
94,218,3,2,
35,243,2,2,
311,566,4,1,
48,680,3,2,
85,604,4,1,
288,527,3,1,
184,514,5,1,
151,929,3,1,
90,690,4,2,
11,38,3,2,
104,1016,1,2,
106,582,4,2,
181,1010,1,2,
37,117,4,1,
276,845,4,2,
22,258,5,1,
70,82,4,2,
5,98,3,1,
308,95,4,2,
60,208,5,1,
270,778,5,1,
243,208,4,1,
92,540,2,2,
81,280,4,1,
293,412,1,1,
200,478,5,1,
13,308,3,1,
56,184,4,1,
116,250,4,1,
295,172,4,1,
63,1007,5,1,
295,235,4,2,
104,1010,1,2,
156,641,5,1,
269,1165,1,1,
160,430,5,2,
237,191,4,1,
287,252,1,1,
290,132,3,2,
45,109,5,2,
224,678,3,1,
145,764,2,1,
277,1011,3,1,
65,100,3,2,
272,1101,5,1,
116,255,3,2,
184,86,5,2,
285,151,5,2,
222,148,2,1,
72,28,4,2,
271,187,5,2,
94,211,5,2,
246,425,5,2,
115,8,5,2,
176,327,3,1,
13,396,3,1,
129,331,2,1,
257,1260,2,1,
95,1,5,2,
147,904,5,1,
151,58,4,1,
184,660,3,1,
311,386,3,1,
105,268,4,2,
158,510,3,1,
34,312,4,1,
72,427,5,2,
263,416,5,1,
94,1048,4,2,
200,291,3,1,
45,118,4,2,
279,144,4,1,
145,22,5,1,
71,89,5,1,
182,69,5,2,
193,627,4,2,
214,302,4,2,
